1,0.000109
2,0.000065
3,0.000014
4,0.000016
5,0.000082
6,0.000018
7,0.000091
8,0.000020
9,0.000111
10,0.000020
11,0.000021
12,0.000023
13,0.000023
14,0.000025
15,0.000110
16,0.000130
17,0.000025
18,0.000134
19,0.000026
20,0.000026
21,0.000028
22,0.000125
23,0.000214
24,0.000026
25,0.000127
26,0.000029
27,0.000130
28,0.000141
29,0.000118
30,0.000032
31,0.000031
32,0.000127
33,0.000030
34,0.000118
35,0.000127
36,0.000116
37,0.000034
38,0.000033
39,0.000225
40,0.000035
41,0.000129
42,0.000034
43,0.000294
44,0.000039
45,0.000035
46,0.000032
47,0.000038
48,0.000209
49,0.000036
50,0.000035
51,0.000196
52,0.000034
53,0.000134
54,0.000037
55,0.000122
56,0.000034
57,0.000098
58,0.000122
59,0.000222
60,0.000199
61,0.000047
62,0.000111
63,0.000120
64,0.000215
65,0.000126
66,0.000036
67,0.000037
68,0.000129
69,0.000117
70,0.000120
71,0.000124
72,0.000037
73,0.000193
74,0.000041
75,0.000192
76,0.000127
77,0.000041
78,0.000045
79,0.000137
80,0.000044
81,0.000115
82,0.000121
83,0.000127
84,0.000213
85,0.000356
86,0.000111
87,0.000042
88,0.000048
89,0.000132
90,0.000136
91,0.000041
92,0.000047
93,0.000118
94,0.000045
95,0.000049
96,0.000124
97,0.000042
98,0.000281
99,0.000190
100,0.000122
101,0.000208
102,0.000119
103,0.000049
104,0.000197
105,0.000143
106,0.000126
107,0.000130
108,0.000039
109,0.000107
110,0.000041
111,0.000116
112,0.000205
113,0.000111
114,0.000297
115,0.000129
116,0.000063
117,0.000122
118,0.000119
119,0.000128
120,0.000140
121,0.000041
122,0.000345
123,0.000120
124,0.000041
125,0.000120
126,0.000206
127,0.000204
128,0.000205
129,0.000120
130,0.000124
131,0.000119
132,0.000127
133,0.000118
134,0.000116
135,0.000138
136,0.000048
137,0.000124
138,0.000119
139,0.000045
140,0.000044
141,0.000124
142,0.000255
143,0.000206
144,0.000050
145,0.000048
146,0.000041
147,0.000134
148,0.000151
149,0.000124
150,0.000048
151,0.000126
152,0.000210
153,0.000132
154,0.000120
155,0.000210
156,0.000191
157,0.000062
158,0.000048
159,0.000210
160,0.000210
161,0.000042
162,0.000213
163,0.000131
164,0.000128
165,0.000107
166,0.000043
167,0.000113
168,0.000055
169,0.000207
170,0.000051
171,0.000119
172,0.000061
173,0.000056
174,0.000255
175,0.000215
176,0.000227
177,0.000215
178,0.000055
179,0.000126
180,0.000218
181,0.000288
182,0.000055
183,0.000180
184,0.000053
185,0.000045
186,0.000045
187,0.000273
188,0.000125
189,0.000141
190,0.000046
191,0.000047
192,0.000284
193,0.000126
194,0.000119
195,0.000046
196,0.000052
197,0.000203
198,0.000048
199,0.000061
200,0.000052
201,0.000053
202,0.000133
203,0.000047
204,0.000451
205,0.000196
206,0.000345
207,0.000136
208,0.000130
209,0.000050
210,0.000046
211,0.000294
212,0.000207
213,0.000051
214,0.000053
215,0.000210
216,0.000133
217,0.000132
218,0.000053
219,0.000042
220,0.000197
221,0.000271
222,0.000195
223,0.000114
224,0.000345
225,0.000219
226,0.000122
227,0.000202
228,0.000288
229,0.000050
230,0.000057
231,0.000192
232,0.000049
233,0.000052
234,0.000047
235,0.000138
236,0.000141
237,0.000129
238,0.000178
239,0.000202
240,0.000135
241,0.000065
242,0.000286
243,0.000224
244,0.000208
245,0.000192
246,0.000128
247,0.000145
248,0.000225
249,0.000148
250,0.000231
251,0.000051
252,0.000298
253,0.000293
254,0.000222
255,0.000284
256,0.000127
257,0.000046
258,0.000130
259,0.000280
260,0.000294
261,0.000138
262,0.000052
263,0.000216
264,0.000215
265,0.000226
266,0.000051
267,0.000227
268,0.000192
269,0.000125
270,0.000133
271,0.000204
272,0.000060
273,0.000206
274,0.000055
275,0.000209
276,0.000057
277,0.000130
278,0.000148
279,0.000068
280,0.000061
281,0.000073
282,0.000285
283,0.000140
284,0.000228
285,0.000133
286,0.000299
287,0.000131
288,0.000145
289,0.000047
290,0.000148
291,0.000055
292,0.000315
293,0.000058
294,0.000133
295,0.000130
296,0.000324
297,0.000390
298,0.000125
299,0.000054
300,0.000137
301,0.000052
302,0.000135
303,0.000232
304,0.000259
305,0.000140
306,0.000138
307,0.000160
308,0.000151
309,0.000290
310,0.000281
311,0.000283
312,0.000380
313,0.000053
314,0.000206
315,0.000137
316,0.000053
317,0.000134
318,0.000144
319,0.000302
320,0.000232
321,0.000050
322,0.000208
323,0.000235
324,0.000070
325,0.000134
326,0.000324
327,0.000133
328,0.000143
329,0.000070
330,0.000209
331,0.000131
332,0.000064
333,0.000205
334,0.000239
335,0.000127
336,0.000217
337,0.000211
338,0.000343
339,0.000140
340,0.000058
341,0.000056
342,0.000129
343,0.000053
344,0.000292
345,0.000146
346,0.000131
347,0.000233
348,0.000315
349,0.000156
350,0.000306
351,0.000229
352,0.000304
353,0.000131
354,0.000133
355,0.000136
356,0.000247
357,0.000059
358,0.000136
359,0.000286
360,0.000054
361,0.000206
362,0.000264
363,0.000239
364,0.000285
365,0.000134
366,0.000131
367,0.000374
368,0.000302
369,0.000231
370,0.000138
371,0.000222
372,0.000122
373,0.000053
374,0.000137
375,0.000119
376,0.000260
377,0.000245
378,0.000300
379,0.000147
380,0.000215
381,0.000118
382,0.000247
383,0.000204
384,0.000138
385,0.000132
386,0.000228
387,0.000217
388,0.000201
389,0.000239
390,0.000226
391,0.000153
392,0.000057
393,0.000144
394,0.000117
395,0.000342
396,0.000152
397,0.000057
398,0.000196
399,0.000066
400,0.000313
401,0.000150
402,0.000060
403,0.000151
404,0.000255
405,0.000212
406,0.000151
407,0.000208
408,0.000138
409,0.000137
410,0.000067
411,0.000333
412,0.000298
413,0.000141
414,0.000137
415,0.000068
416,0.000074
417,0.000063
418,0.000151
419,0.000151
420,0.000058
421,0.000206
422,0.000158
423,0.000062
424,0.000212
425,0.000209
426,0.000213
427,0.000064
428,0.000528
429,0.000228
430,0.000392
431,0.000243
432,0.000303
433,0.000228
434,0.000077
435,0.000215
436,0.000289
437,0.000221
438,0.000142
439,0.000143
440,0.000058
441,0.000208
442,0.000228
443,0.000062
444,0.000213
445,0.000358
446,0.000229
447,0.000325
448,0.000343
449,0.000244
450,0.000231
451,0.000160
452,0.000072
453,0.000225
454,0.000074
455,0.000439
456,0.000144
457,0.000138
458,0.000228
459,0.000063
460,0.000146
461,0.000144
462,0.000396
463,0.000215
464,0.000158
465,0.000333
466,0.000074
467,0.000236
468,0.000242
469,0.000060
470,0.000154
471,0.000215
472,0.000147
473,0.000312
474,0.000399
475,0.000334
476,0.000288
477,0.000305
478,0.000464
479,0.000325
480,0.000141
481,0.000249
482,0.000242
483,0.000148
484,0.000241
485,0.000157
486,0.000161
487,0.000246
488,0.000212
489,0.000240
490,0.000160
491,0.000159
492,0.000131
493,0.000153
494,0.000549
495,0.000140
496,0.000410
497,0.000310
498,0.000220
499,0.000216
500,0.000236
501,0.000321
502,0.000158
503,0.000065
504,0.000169
505,0.000229
506,0.000136
507,0.000064
508,0.000258
509,0.000143
510,0.000377
511,0.000554
512,0.000072
513,0.000381
514,0.000323
515,0.000160
516,0.000145
517,0.000544
518,0.000571
519,0.000296
520,0.000166
521,0.000224
522,0.000382
523,0.000232
524,0.000386
525,0.000246
526,0.000225
527,0.000247
528,0.000248
529,0.000071
530,0.000068
531,0.000241
532,0.000068
533,0.000249
534,0.000154
535,0.000248
536,0.000068
537,0.000227
538,0.000142
539,0.000403
540,0.000160
541,0.000142
542,0.000073
543,0.000262
544,0.000085
545,0.000298
546,0.000073
547,0.000157
548,0.000083
549,0.000432
550,0.000245
551,0.000250
552,0.000226
553,0.000226
554,0.000318
555,0.000237
556,0.000150
557,0.000247
558,0.000152
559,0.000252
560,0.000140
561,0.000290
562,0.000157
563,0.000265
564,0.000251
565,0.000078
566,0.000229
567,0.000161
568,0.000473
569,0.000501
570,0.000374
571,0.000400
572,0.000249
573,0.000137
574,0.000222
575,0.000230
576,0.000222
577,0.000314
578,0.000075
579,0.000072
580,0.000245
581,0.000071
582,0.000402
583,0.000074
584,0.000227
585,0.000387
586,0.000233
587,0.000295
588,0.000392
589,0.000085
590,0.000319
591,0.000149
592,0.000083
593,0.000244
594,0.000433
595,0.000172
596,0.000153
597,0.000229
598,0.000073
599,0.000460
600,0.000087
601,0.000334
602,0.000158
603,0.000159
604,0.000258
605,0.000389
606,0.000134
607,0.000153
608,0.000076
609,0.000165
610,0.000152
611,0.000343
612,0.000416
613,0.000153
614,0.000177
615,0.000167
616,0.000168
617,0.000317
618,0.000300
619,0.000317
620,0.000246
621,0.000328
622,0.000558
623,0.000260
624,0.000326
625,0.000174
626,0.000172
627,0.000215
628,0.000350
629,0.000174
630,0.000587
631,0.000163
632,0.000157
633,0.000323
634,0.000176
635,0.000156
636,0.000222
637,0.000388
638,0.000255
639,0.000397
640,0.000243
641,0.000163
642,0.000157
643,0.000349
644,0.000358
645,0.000237
646,0.000244
647,0.000314
648,0.000313
649,0.000166
650,0.000313
651,0.000339
652,0.000150
653,0.000095
654,0.000263
655,0.000366
656,0.000258
657,0.000186
658,0.000245
659,0.000436
660,0.000162
661,0.000418
662,0.000341
663,0.000421
664,0.000276
665,0.000238
666,0.000251
667,0.000153
668,0.000271
669,0.000276
670,0.000170
671,0.000394
672,0.000255
673,0.000253
674,0.000166
675,0.000584
676,0.000343
677,0.000244
678,0.000268
679,0.000232
680,0.000342
681,0.000166
682,0.000470
683,0.000271
684,0.000084
685,0.000146
686,0.000327
687,0.000257
688,0.000154
689,0.000319
690,0.000493
691,0.000275
692,0.000156
693,0.000541
694,0.000401
695,0.000325
696,0.000250
697,0.000172
698,0.000318
699,0.000251
700,0.000136
701,0.000359
702,0.000147
703,0.000171
704,0.000343
705,0.000217
706,0.000519
707,0.000320
708,0.000170
709,0.000295
710,0.000150
711,0.000338
712,0.000561
713,0.000357
714,0.000415
715,0.000259
716,0.000255
717,0.000269
718,0.000167
719,0.000087
720,0.000254
721,0.000240
722,0.000091
723,0.000395
724,0.000273
725,0.000603
726,0.000254
727,0.000157
728,0.000186
729,0.000501
730,0.000177
731,0.000175
732,0.000253
733,0.000256
734,0.000727
735,0.000314
736,0.000254
737,0.000094
738,0.000344
739,0.000314
740,0.000533
741,0.000272
742,0.000245
743,0.000400
744,0.000399
745,0.000258
746,0.000268
747,0.000116
748,0.000340
749,0.000092
750,0.000433
751,0.000232
752,0.000162
753,0.000241
754,0.000279
755,0.000502
756,0.000413
757,0.000373
758,0.000191
759,0.000174
760,0.000211
761,0.000163
762,0.000227
763,0.000360
764,0.000183
765,0.000266
766,0.000366
767,0.000430
768,0.000430
769,0.000343
770,0.000716
771,0.000397
772,0.000339
773,0.000175
774,0.000322
775,0.000192
776,0.000541
777,0.000092
778,0.000096
779,0.000426
780,0.000353
781,0.000241
782,0.000348
783,0.000330
784,0.000181
785,0.000314
786,0.000502
787,0.000335
788,0.000333
789,0.000156
790,0.000512
791,0.000095
792,0.000246
793,0.000109
794,0.000165
795,0.000419
796,0.000187
797,0.000346
798,0.000271
799,0.000505
800,0.000257
801,0.000312
802,0.000332
803,0.000421
804,0.000355
805,0.000334
806,0.000265
807,0.000468
808,0.000099
809,0.000352
810,0.000342
811,0.000202
812,0.000507
813,0.000440
814,0.000250
815,0.000394
816,0.000605
817,0.000188
818,0.000264
819,0.000176
820,0.000271
821,0.000320
822,0.000212
823,0.000248
824,0.000173
825,0.000232
826,0.000242
827,0.000191
828,0.000438
829,0.000330
830,0.000421
831,0.000338
832,0.000432
833,0.000373
834,0.000320
835,0.000115
836,0.000188
837,0.000270
838,0.000422
839,0.000118
840,0.000650
841,0.000306
842,0.000383
843,0.000181
844,0.000379
845,0.000351
846,0.000284
847,0.000321
848,0.000440
849,0.000423
850,0.000629
851,0.000285
852,0.000469
853,0.000577
854,0.000353
855,0.000357
856,0.000205
857,0.000181
858,0.000338
859,0.000292
860,0.000217
861,0.000335
862,0.000253
863,0.000249
864,0.000476
865,0.000401
866,0.000209
867,0.000271
868,0.000428
869,0.000610
870,0.000323
871,0.000502
872,0.000460
873,0.000267
874,0.000558
875,0.000115
876,0.000463
877,0.000317
878,0.000122
879,0.000302
880,0.000376
881,0.000389
882,0.000371
883,0.000453
884,0.000209
885,0.000197
886,0.000277
887,0.000701
888,0.000282
889,0.000484
890,0.000208
891,0.000437
892,0.000214
893,0.000238
894,0.000352
895,0.000345
896,0.000213
897,0.000345
898,0.000544
899,0.000570
900,0.000837
901,0.000458
