1,0.000001
1,0.000000
1,0.000000
1,0.000000
1,0.000000
1,0.000000
1,0.000000
1,0.000000
1,0.000001
1,0.000000
1,0.000000
2,0.000000
2,0.000003
2,0.000005
2,0.000000
2,0.000001
2,0.000002
2,0.000000
2,0.000000
2,0.000001
2,0.000000
2,0.000000
3,0.000001
3,0.000000
3,0.000000
3,0.000003
3,0.000000
3,0.000001
3,0.000000
3,0.000000
3,0.000000
3,0.000001
3,0.000000
4,0.000002
4,0.000001
4,0.000001
4,0.000000
4,0.000001
4,0.000000
4,0.000001
4,0.000001
4,0.000001
4,0.000001
4,0.000001
5,0.000000
5,0.000001
5,0.000000
5,0.000000
5,0.000001
5,0.000000
5,0.000009
5,0.000003
5,0.000000
5,0.000006
5,0.000000
6,0.000001
6,0.000000
6,0.000001
6,0.000000
6,0.000001
6,0.000004
6,0.000000
6,0.000000
6,0.000000
5,0.000000
5,0.000001
5,0.000001
7,0.000003
5,0.000000
7,0.000000
5,0.000001
7,0.000001
7,0.000000
7,0.000000
7,0.000009
7,0.000004
7,0.000000
8,0.000005
8,0.000006
6,0.000003
7,0.000000
8,0.000002
6,0.000001
8,0.000005
8,0.000006
7,0.000000
6,0.000001
8,0.000004
8,0.000001
9,0.000006
7,0.000001
9,0.000001
9,0.000003
7,0.000000
8,0.000000
7,0.000001
8,0.000000
8,0.000003
7,0.000000
9,0.000001
9,0.000001
9,0.000000
10,0.000008
10,0.000002
8,0.000000
10,0.000002
9,0.000001
9,0.000001
8,0.000001
9,0.000002
